,Movie,Rating
896,One Flew Over the Cuckoo's Nest (1975),[0.29075425]
5224,Dear Frankie (2004),[0.29067781]
2462,"Boondock Saints, The (2000)",[0.29016539]
2898,"Art of War, The (2000)",[0.2893775]
1359,Kurt & Courtney (1998),[0.28848776]
987,This Is Spinal Tap (1984),[0.28806557]
2035,"Blair Witch Project, The (1999)",[0.28796202]
5546,Kiki's Delivery Service (Majo no takkyûbin) (1989),[0.28759518]
1058,Star Trek III: The Search for Spock (1984),[0.28747539]
1900,"Towering Inferno, The (1974)",[0.28731791]
2721,"Endless Summer, The (1966)",[0.28699432]
6101,7 Faces of Dr. Lao (1964),[0.28652875]
767,Escape to Witch Mountain (1975),[0.286496]
3504,Moscow Does Not Believe in Tears (Moskva slezam ne verit) (1979),[0.28532089]
1085,Michael (1996),[0.28464535]
2633,Arthur (1981),[0.284093]
3294,More (1998),[0.28367203]
3436,"War of the Roses, The (1989)",[0.28315718]
5528,'Round Midnight (1986),[0.28261345]
3751,And Your Mother Too (Y tu mamá también) (2001),[0.28232585]
1886,8MM (1999),[0.28201539]
1428,Oliver! (1968),[0.28105826]
1723,Bride of Chucky (Child's Play 4) (1998),[0.28077182]
4273,Green Card (1990),[0.28049717]
1493,Bambi (1942),[0.28009926]
7342,Prince of Persia: The Sands of Time (2010),[0.27907881]
620,Kingpin (1996),[0.27865593]
1609,"Gods Must Be Crazy II, The (1989)",[0.27798012]
5751,"Upside of Anger, The (2005)",[0.27781778]
5376,"Polar Express, The (2004)",[0.27704292]
2422,"Draughtsman's Contract, The (1982)",[0.27495898]
4037,"Chosen, The (1981)",[0.27460879]
2990,"Living Daylights, The (1987)",[0.27433563]
1507,Blackbeard's Ghost (1968),[0.27432114]
1849,Armed and Dangerous (1986),[0.27399405]
1136,Selena (1997),[0.2738813]
2508,"Ninth Gate, The (1999)",[0.27353681]
3327,Feds (1988),[0.27321844]
4301,Anger Management (2003),[0.27305852]
2748,Flatliners (1990),[0.2727676]
3333,Johnny Be Good (1988),[0.27252675]
729,East of Eden (1955),[0.27190413]
4049,Happy Birthday to Me (1981),[0.27181325]
5062,Shame (Skammen) (1968),[0.27168658]
3678,"Walk to Remember, A (2002)",[0.27149961]
2096,"Final Conflict, The (a.k.a. Omen III: The Final Conflict) (1981)",[0.27113679]
30,Dangerous Minds (1995),[0.27057527]
5866,Holiday (Jour de fête) (1949),[0.27037815]
87,Heidi Fleiss: Hollywood Madam (1995),[0.270247]
4498,Tremors (1990),[0.27005944]
1525,"Incredible Journey, The (1963)",[0.26937783]
480,Terminal Velocity (1994),[0.26925987]
2454,"Mariachi, El (1992)",[0.26919788]
986,Ben-Hur (1959),[0.26895287]
345,Boys Life (1995),[0.268457]
4929,Those Magnificent Men in Their Flying Machines (1965),[0.26812943]
2620,No Way Out (1987),[0.26809878]
2064,Native Son (1986),[0.26788589]
284,To Live (Huozhe) (1994),[0.26767355]
6256,Stranger than Fiction (2006),[0.26760772]
188,Castle Freak (1995),[0.26754876]
6057,Creep (2004),[0.26741738]
2735,Benji the Hunted (1987),[0.26730566]
1117,Fools Rush In (1997),[0.2670475]
1834,Tea with Mussolini (1999),[0.26637101]
697,Sabrina (1954),[0.26482345]
3310,Biloxi Blues (1988),[0.26456753]
2760,"Running Man, The (1987)",[0.26421545]
3642,"Party, The (1968)",[0.26414919]
2135,Stir of Echoes (1999),[0.26412587]
1001,"Man Who Would Be King, The (1975)",[0.26409853]
2525,Volunteers (1985),[0.26396648]
36,"Cry, the Beloved Country (1995)",[0.26365953]
6210,"Break-Up, The (2006)",[0.26301545]
128,Beyond Rangoon (1995),[0.26280611]
301,"Baby-Sitters Club, The (1995)",[0.26257749]
392,Flesh and Bone (1993),[0.26212612]
1939,"Matrix, The (1999)",[0.26160961]
1847,"Fly II, The (1989)",[0.2615875]
4888,Twisted (2004),[0.26150446]
6670,Untraceable (2008),[0.26122365]
46,"Usual Suspects, The (1995)",[0.26087401]
257,Pulp Fiction (1994),[0.26013719]
3039,Untamed Heart (1993),[0.25983496]
72,"White Balloon, The (Badkonake sefid) (1995)",[0.25955253]
2519,Betrayed (1988),[0.25945681]
2397,Angela's Ashes (1999),[0.25938692]
1544,Lady and the Tramp (1955),[0.25928456]
3306,Beaches (1988),[0.25885681]
3164,"Center of the World, The (2001)",[0.25884694]
7110,Tetro (2009),[0.25871725]
103,If Lucy Fell (1996),[0.25863133]
2145,American Beauty (1999),[0.25839368]
2660,Limelight (1952),[0.2582891]
8833,The Road Within (2014),[0.25764637]
287,Star Trek: Generations (1994),[0.25710075]
235,Mary Shelley's Frankenstein (Frankenstein) (1994),[0.25694914]
6505,Fantastic Four: Rise of the Silver Surfer (2007),[0.25647431]
1466,Child's Play (1988),[0.25616973]
474,Blade Runner (1982),[0.25615592]
993,"Unbearable Lightness of Being, The (1988)",[0.25609079]
6485,Jonestown: The Life and Death of Peoples Temple (2006),[0.25586335]
1510,"Cat from Outer Space, The (1978)",[0.25579686]
1110,McHale's Navy (1997),[0.25567176]
2322,Irma la Douce (1963),[0.25522065]
3376,Erik the Viking (1989),[0.25342288]
178,Wild Bill (1995),[0.25308129]
672,Bulletproof (1996),[0.25302467]
6197,Kinky Boots (2005),[0.25219512]
54,Eye for an Eye (1996),[0.25191877]
2399,"Mr. Death: The Rise and Fall of Fred A. Leuchter, Jr. (1999)",[0.25052155]
504,Home Alone (1990),[0.25024275]
1701,"Thing, The (1982)",[0.24941649]
297,While You Were Sleeping (1995),[0.24926207]
755,Michael Collins (1996),[0.24923373]
2986,Vertical Limit (2000),[0.24858526]
3110,Reform School Girls (1986),[0.24836469]
7279,"Town Called Panic, A (Panique au village) (2009)",[0.24744003]
3502,"Legend of Hell House, The (1973)",[0.24725218]
8093,Why Stop Now (2012),[0.24713475]
817,Sleeper (1973),[0.24694928]
5057,"Hidden Fortress, The (Kakushi-toride no san-akunin) (1958)",[0.24620728]
2906,"Way of the Gun, The (2000)",[0.2460914]
1833,Hurlyburly (1998),[0.24553718]
7735,J. Edgar (2011),[0.24494543]
1052,101 Dalmatians (1996),[0.24469931]
2078,"Sixth Sense, The (1999)",[0.24403311]
4922,The Alamo (2004),[0.24288806]
2664,"Big Kahuna, The (2000)",[0.24147974]
2635,Parenthood (1989),[0.24136815]
5004,Explorers (1985),[0.24103278]
1932,True Crime (1999),[0.23985945]
1769,King Kong (1976),[0.23953767]
1686,Mortal Thoughts (1991),[0.23951567]
1850,"Texas Chainsaw Massacre, The (1974)",[0.23948747]
2676,Human Traffic (1999),[0.23905293]
3032,"Pledge, The (2001)",[0.23905226]
2715,"Woman of Paris, A (1923)",[0.23883029]
519,Candyman: Farewell to the Flesh (1995),[0.23875082]
8493,"Giver, The (2014)",[0.23861837]
155,Nadja (1994),[0.23836557]
2499,For All Mankind (1989),[0.2381592]
2529,Let's Get Harry (1986),[0.23712183]
619,"Cable Guy, The (1996)",[0.23705453]
675,Halloween: The Curse of Michael Myers (Halloween 6: The Curse of Michael Myers) (1995),[0.23693614]
985,Somewhere in Time (1980),[0.23604948]
4504,"Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972)",[0.23577379]
5850,Sin City (2005),[0.23489144]
318,I Love Trouble (1994),[0.23392089]
1356,Zero Effect (1998),[0.23381146]
2175,"Happy, Texas (1999)",[0.23370447]
1158,"Fifth Element, The (1997)",[0.23326819]
1791,Little Voice (1998),[0.23320308]
1556,Return to Oz (1985),[0.2330456]
6930,Valkyrie (2008),[0.23230109]
694,Casablanca (1942),[0.23224104]
6403,"Boss of It All, The (Direktøren for det hele) (2006)",[0.23217777]
3395,Little Monsters (1989),[0.23193739]
2800,Battleship Potemkin (1925),[0.23119654]
665,Nothing to Lose (1994),[0.23096263]
571,Delta of Venus (1995),[0.23016876]
2916,Best in Show (2000),[0.22953391]
2536,"Muppet Movie, The (1979)",[0.22914823]
5773,Memories of Murder (Salinui chueok) (2003),[0.22899567]
74,Antonia's Line (Antonia) (1995),[0.22892032]
161,Safe (1995),[0.22817097]
2805,Jesus' Son (1999),[0.22795311]
904,Withnail & I (1987),[0.2272003]
5075,Broadway Danny Rose (1984),[0.22708544]
561,Some Folks Call It a Sling Blade (1993),[0.22700827]
3035,Prelude to a Kiss (1992),[0.22682197]
925,Henry V (1989),[0.22679018]
2789,"Conversation, The (1974)",[0.2264845]
5236,Into the Woods (1991),[0.22570984]
3347,Return to Snowy River (a.k.a. The Man From Snowy River II) (1988),[0.22564349]
1366,"Big Hit, The (1998)",[0.22518118]
8484,Housebound (2014),[0.22507505]
3736,Humanoids from the Deep (1980),[0.22501864]
1861,Soul Man (1986),[0.22477347]
2761,Starman (1984),[0.22447109]
1758,Celebrity (1998),[0.22391286]
4855,"Perfect Score, The (2004)",[0.22389389]
2389,The Falcon and the Snowman (1985),[0.22361073]
1423,Marty (1955),[0.22351371]
5218,Silent Movie (1976),[0.22344985]
1555,"Return of Jafar, The (1994)",[0.22342296]
4724,"Witches of Eastwick, The (1987)",[0.22316558]
2535,Nadine (1987),[0.22315506]
510,"Silence of the Lambs, The (1991)",[0.2229256]
715,Father of the Bride (1950),[0.2221882]
218,Jefferson in Paris (1995),[0.22217878]
4751,"Court Jester, The (1956)",[0.22202706]
793,Die Hard (1988),[0.22142067]
813,Shall We Dance (1937),[0.22123747]
2578,"Good Earth, The (1937)",[0.22079264]
3478,O (2001),[0.22061173]
960,Evil Dead II (Dead by Dawn) (1987),[0.22029968]
3156,Brigham City (2001),[0.22018104]
5251,"Farmer's Daughter, The (1947)",[0.21975938]
3038,I'm Gonna Git You Sucka (1988),[0.2195778]
410,I'll Do Anything (1994),[0.21948562]
229,Legends of the Fall (1994),[0.21910857]
1371,Deep Impact (1998),[0.21902322]
2609,"Son of the Sheik, The (1926)",[0.21878754]
384,Dazed and Confused (1993),[0.21871662]
7314,Death at a Funeral (2010),[0.21854925]
4119,Visitor Q (Bizita Q) (2001),[0.21801036]
1163,Brassed Off (1996),[0.217935]
3019,House of Games (1987),[0.2179349]
2932,"Invisible Man, The (1933)",[0.21788048]
3403,Next of Kin (1989),[0.21787571]
1499,"Rapture, The (1991)",[0.21743799]
2618,Solaris (Solyaris) (1972),[0.21685543]
2953,"Time Machine, The (1960)",[0.21670474]
1185,Wild America (1997),[0.21649369]
2790,Cutter's Way (1981),[0.2160399]
3024,At Close Range (1986),[0.21597309]
1108,Benny & Joon (1993),[0.21582808]
3353,"Vanishing, The (Spoorloos) (1988)",[0.21568396]
4135,Intact (Intacto) (2001),[0.21563967]
908,To Kill a Mockingbird (1962),[0.21552494]
4750,"Navigator, The (1924)",[0.21534521]
1693,Ronin (1998),[0.21478839]
2149,Caligula (1979),[0.21477129]
5042,Notorious C.H.O. (2002),[0.21470927]
2834,Footloose (1984),[0.21404051]
3785,Changing Lanes (2002),[0.21358481]
5775,"Downfall (Untergang, Der) (2004)",[0.21234842]
382,"Cowboy Way, The (1994)",[0.21219436]
703,My Favorite Year (1982),[0.21181362]
5967,Private Resort (1985),[0.2117926]
466,"Shadow, The (1994)",[0.21154894]
3371,Disorganized Crime (1989),[0.21126015]
4082,Men with Brooms (2002),[0.21100465]
6318,Running With Scissors (2006),[0.21092069]
2783,Coming Home (1978),[0.21080737]
1606,House (1986),[0.21037002]
2162,Hell Night (1981),[0.20951979]
511,Snow White and the Seven Dwarfs (1937),[0.20947337]
171,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",[0.20896819]
7163,"New York, I Love You (2009)",[0.20877509]
6264,"Night Listener, The (2006)",[0.20868062]
6306,Flyboys (2006),[0.20836566]
2821,Thunderbolt and Lightfoot (1974),[0.20816986]
587,"Craft, The (1996)",[0.20803805]
3126,Mermaids (1990),[0.20780611]
892,"Thin Blue Line, The (1988)",[0.2074039]
3108,Gray's Anatomy (1996),[0.20733573]
1456,Friday the 13th Part VI: Jason Lives (1986),[0.2070973]
1412,"Life of Emile Zola, The (1937)",[0.20591572]
7321,Cyrus (2010),[0.20572498]
5270,Catwoman (2004),[0.20571551]
520,Fargo (1996),[0.20555951]
5927,3 Extremes (Three... Extremes) (Saam gaang yi) (2004),[0.20509789]
248,Nina Takes a Lover (1994),[0.20454722]
2353,'night Mother (1986),[0.2039984]
3558,Waking Life (2001),[0.2035543]
73,Things to Do in Denver When You're Dead (1995),[0.20352063]
6585,Dan in Real Life (2007),[0.20345795]
2538,"Muppets Take Manhattan, The (1984)",[0.20342372]
7732,Miss Representation (2011),[0.20332985]
7059,Garfield's Pet Force (2009),[0.20322469]
4753,Jezebel (1938),[0.20238476]
3307,"Beast of War, The (Beast, The) (1988)",[0.2018806]
3061,"Evil Dead, The (1981)",[0.20176993]
6190,Scary Movie 4 (2006),[0.20166136]
1402,Pi (1998),[0.2004067]
3248,Rape Me (Baise-moi) (2000),[0.20017137]
2435,Sister Act 2: Back in the Habit (1993),[0.19995145]
6021,Beowulf & Grendel (2005),[0.19971496]
1621,Your Friends and Neighbors (1998),[0.19962082]
6242,Little Miss Sunshine (2006),[0.19941267]
4521,Once Upon a Time in the Midlands (2002),[0.19935466]
368,Blue Chips (1994),[0.19901776]
2324,Liberty Heights (1999),[0.19883232]
1063,Grease (1978),[0.19871154]
4121,Victory (a.k.a. Escape to Victory) (1981),[0.19849619]
5353,"Country Girl, The (1954)",[0.1984246]
4153,War and Peace (1956),[0.19833646]
3498,Sidewalks of New York (2001),[0.1981057]
4733,Swing Time (1936),[0.19789782]
1275,Alien: Resurrection (1997),[0.19786997]
4305,Lilya 4-Ever (Lilja 4-ever) (2002),[0.1971752]
3183,Nine to Five (a.k.a. 9 to 5) (1980),[0.19648733]
1254,Mad City (1997),[0.19630332]
6363,"Dam Busters, The (1955)",[0.19591046]
2164,Armour of God (Long xiong hu di) (1987),[0.19559071]
9197,Tomorrow (2015),[0.19557596]
3425,She's Out of Control (1989),[0.19534351]
1736,Living Out Loud (1998),[0.19500856]
7266,Agora (2009),[0.19499015]
1866,¡Three Amigos! (1986),[0.19481393]
7281,From Paris with Love (2010),[0.19454383]
6854,Nick and Norah's Infinite Playlist (2008),[0.19448366]
3018,Shadow of the Vampire (2000),[0.19441973]
3402,New York Stories (1989),[0.19427523]
1969,Chopping Mall (a.k.a. Killbots) (1986),[0.1942184]
3009,Miss Congeniality (2000),[0.19385657]
800,"Long Kiss Goodnight, The (1996)",[0.19360089]
6133,"Pink Panther, The (2006)",[0.1929707]
216,I.Q. (1994),[0.19272424]
1583,Children of the Corn (1984),[0.19267546]
4286,"Core, The (2003)",[0.19266374]
4239,"Thrill of It All, The (1963)",[0.19234566]
6974,Departures (Okuribito) (2008),[0.1922027]
5084,"Weather Underground, The (2002)",[0.19213634]
1903,Westworld (1973),[0.1917411]
1226,U Turn (1997),[0.19160427]
4475,Brother's Keeper (1992),[0.19148727]
4103,Extreme Ops (2002),[0.19144176]
7762,Arthur Christmas (2011),[0.19142797]
154,Mute Witness (1994),[0.19142788]
3197,Pearl Harbor (2001),[0.19136801]
7283,Greenberg (2010),[0.19105759]
1814,Young Sherlock Holmes (1985),[0.19095454]
5147,"Hairdresser's Husband, The (Le mari de la coiffeuse) (1990)",[0.19055683]
2673,Two Moon Junction (1988),[0.19014935]
1873,Simply Irresistible (1999),[0.19008435]
1077,Bastard Out of Carolina (1996),[0.18894743]
2571,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),[0.18880402]
5517,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) (1984)",[0.18827251]
1098,Turbulence (1997),[0.18772408]
2951,Billy Jack (1971),[0.18748417]
5287,"Woman Is a Woman, A (femme est une femme, Une) (1961)",[0.18743055]
1141,Turbo: A Power Rangers Movie (1997),[0.18724065]
4695,Lorenzo's Oil (1992),[0.18721945]
2963,"Legend of Drunken Master, The (Jui kuen II) (1994)",[0.1871174]
4320,Sibling Rivalry (1990),[0.18703083]
6372,"History Boys, The (2006)",[0.18691197]
1179,When the Cat's Away (Chacun cherche son chat) (1996),[0.18676563]
3014,"Everlasting Piece, An (2000)",[0.18669765]
2134,Stigmata (1999),[0.18646394]
2094,Monty Python's And Now for Something Completely Different (1971),[0.18573648]
2202,Brief Encounter (1946),[0.18567848]
424,Lightning Jack (1994),[0.18529129]
175,"Walk in the Clouds, A (1995)",[0.18528059]
1193,Event Horizon (1997),[0.18435233]
198,Eat Drink Man Woman (Yin shi nan nu) (1994),[0.18388499]
3469,"Curse of the Jade Scorpion, The (2001)",[0.18378705]
1276,Amistad (1997),[0.18321788]
2189,Superstar (1999),[0.18318316]
3321,D.O.A. (1988),[0.18310452]
5110,Gladiator (1992),[0.18284195]
8461,Honey (Miele) (2013),[0.182791]
5076,From Beyond (1986),[0.18259788]
3242,"Crimson Rivers, The (Rivières pourpres, Les) (2000)",[0.18229566]
4714,Revenge (1990),[0.18200907]
3372,Dream a Little Dream (1989),[0.18198314]
5166,Harry Potter and the Prisoner of Azkaban (2004),[0.18171469]
796,Secrets & Lies (1996),[0.18170684]
3565,"Man Who Wasn't There, The (2001)",[0.18164824]
635,Alaska (1996),[0.18154589]
4511,Revolution OS (2001),[0.18136161]
8572,The Hunger Games: Mockingjay - Part 1 (2014),[0.18126723]
3616,"Business of Strangers, The (2001)",[0.18107087]
1958,Lost & Found (1999),[0.18098159]
6480,Away from Her (2006),[0.1809044]
5865,With Six You Get Eggroll (1968),[0.18085995]
3721,Vampire Hunter D: Bloodlust (Banpaia hantâ D) (2000),[0.18067982]
1673,Hero (1992),[0.18058887]
4220,"Secret Policeman's Other Ball, The (1982)",[0.1801707]
4154,Attack of the Crab Monsters (1957),[0.17999495]
2229,Julien Donkey-Boy (1999),[0.17983502]
6272,Material Girls (2006),[0.17951606]
1534,"Trip to Bountiful, The (1985)",[0.17926488]
1778,"View to a Kill, A (1985)",[0.17896881]
3612,Pornstar: The Legend of Ron Jeremy (2001),[0.17832971]
4893,Persona (1966),[0.17827648]
7292,"Bounty Hunter, The (2010)",[0.17822288]
2158,"Pajama Game, The (1957)",[0.17820142]
1541,Blue Velvet (1986),[0.17786677]
5531,"Better Tomorrow, A (Ying hung boon sik) (1986)",[0.17769446]
3311,"Blob, The (1988)",[0.17699829]
4969,Pride and Prejudice (1940),[0.1767144]
1780,Police Academy (1984),[0.17643088]
3020,Annie (1982),[0.17635828]
364,Beverly Hills Cop III (1994),[0.1751061]
2570,Teenage Mutant Ninja Turtles (1990),[0.17490375]
2969,Men of Honor (2000),[0.17461762]
7686,Shark Night 3D (2011),[0.1741122]
3552,Female Trouble (1975),[0.17383213]
3322,Dead Heat (1988),[0.17354355]
5712,Slasher (2004),[0.17345755]
320,"Jungle Book, The (1994)",[0.1725116]
2993,Born on the Fourth of July (1989),[0.17221656]
3479,3 Ninjas (1992),[0.17213974]
7287,"Burrowers, The (2008)",[0.17207915]
897,Cheech and Chong's Up in Smoke (1978),[0.171815]
3392,Last Exit to Brooklyn (1989),[0.17174797]
7304,Micmacs (Micmacs à tire-larigot) (2009),[0.17165778]
5878,Palindromes (2004),[0.17158685]
4522,Dickie Roberts: Former Child Star (2003),[0.17144895]
2723,Blow-Out (La grande bouffe) (1973),[0.17110169]
1273,Anastasia (1997),[0.17098586]
2382,Magnolia (1999),[0.17080615]
2236,All That Jazz (1979),[0.17064158]
5206,Please Don't Eat the Daisies (1960),[0.17045988]
4759,Send Me No Flowers (1964),[0.17035534]
3494,Glitter (2001),[0.17016989]
5868,"Trip to the Moon, A (Voyage dans la lune, Le) (1902)",[0.17008123]
435,Mr. Wonderful (1993),[0.16893483]
1675,Young Doctors in Love (1982),[0.16883795]
3186,"5,000 Fingers of Dr. T, The (1953)",[0.16875695]
5946,Last Days (2005),[0.16851101]
1082,La Cérémonie (1995),[0.16790582]
6530,"Simpsons Movie, The (2007)",[0.16727732]
2042,Inspector Gadget (1999),[0.16654429]
1964,Get Real (1998),[0.16612324]
4471,"Double Life, A (1947)",[0.16577]
5893,Dear Wendy (2005),[0.16551823]
2569,Dying Young (1991),[0.16539115]
2634,Bachelor Party (1984),[0.16536796]
477,Striking Distance (1993),[0.16458254]
3264,"Thing with Two Heads, The (1972)",[0.16449382]
3086,Valentine (2001),[0.16447413]
1668,"Allnighter, The (1987)",[0.16389496]
4892,"Reckoning, The (2004)",[0.16365247]
903,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il) (1966)",[0.16308718]
3094,Recess: School's Out (2001),[0.1628179]
214,Heavyweights (Heavy Weights) (1995),[0.16269462]
1239,"House of Yes, The (1997)",[0.16245972]
4668,Final Analysis (1992),[0.16174802]
1461,Halloween III: Season of the Witch (1982),[0.16134983]
6632,Futurama: Bender's Big Score (2007),[0.16119332]
6633,Margot at the Wedding (2007),[0.16119332]
12,Balto (1995),[0.16096333]
5146,Point of No Return (1993),[0.16089079]
2658,"Virgin Suicides, The (1999)",[0.16080107]
3726,"Big Doll House, The (1971)",[0.16076292]
23,Powder (1995),[0.16066528]
1094,Murder at 1600 (1997),[0.16052075]
3728,Zombie (a.k.a. Zombie 2: The Dead Are Among Us) (Zombi 2) (1979),[0.16032508]
2143,I Saw What You Did (1965),[0.16026355]
